,HS,Avg,SR,50/I,6+4/BF,Class
375,91.19091103115035,33.638073815565456,86.56137188238897,0.20316213111653772,0.09272832306936951,RS
376,70.0,30.129614844556915,84.92994114662311,0.1510197452733329,0.0857675846880148,RS
377,113.45583962282895,38.28927852195197,78.26244915116645,0.2126753257497414,0.08534507450756675,RS
378,119.72686867094049,38.92022223098273,97.13955959651707,0.1953316938402682,0.12469580647718294,RS
379,101.68493653104845,25.968645168951085,113.48061339871569,0.13189948497826054,0.16173297792480834,RS
380,107.53263942217893,32.86706073625157,77.82974770829442,0.1742561591198668,0.08955118430250313,RS
381,70.0,33.15947710343361,90.0304297963915,0.20372657813953657,0.11163732715610322,RS
382,106.85916773830091,36.56317821092164,90.85128022222639,0.1674490681205505,0.11946692862204927,RS
383,92.0,29.207587172931625,86.30565041126373,0.14510001972776165,0.11020979139342585,RS
384,81.6845740672962,30.44349194312276,78.66047582936828,0.2064748772267126,0.0968318383558748,RS
385,138.51052746907314,38.74567551373243,78.69379701719443,0.17773601176840012,0.09140629512712244,RS
386,107.98334540372105,27.19952932469523,74.92311368401153,0.1326687307908973,0.07982730585318798,RS
387,143.8858717652568,34.81849801217423,80.92495095426894,0.19635487619108347,0.08518667702976267,RS
388,171.06562172317177,44.864889939375104,96.14109158227531,0.18846624729361286,0.11868419081793993,RS
389,73.05931143552728,26.827305172057045,71.27507198818239,0.28822987293858576,0.07828494466400562,RS
390,111.31689334278985,38.40888317819398,75.99034574080399,0.24867915615095398,0.08162215121761454,RS
391,92.0,28.927386499463505,86.68938564442975,0.1497280013234531,0.11110135857143202,RS
392,81.21127990763163,24.685702810622363,79.9963296628105,0.10498766675232041,0.09186801806985301,RS
393,85.33140870716981,28.037373672495598,96.04141636594717,0.12560240344991558,0.11358740007629387,RS
394,148.51868513867765,38.89609171298427,83.62305130969176,0.2374982786884896,0.1123711009173243,RS
395,92.02482777437783,33.30365135391162,84.80459637813645,0.19618226414307705,0.0898080222435879,RS
396,111.27334918047751,38.8308412087468,91.2153220476979,0.17476013102363164,0.11849682568714305,RS
397,136.32637672160095,41.892582448057716,79.09203175941734,0.17790064802612005,0.1006186713081438,RS
398,128.0362940394179,35.59556137347575,82.20894267198382,0.11790121876343071,0.09655816277237808,RS
399,151.02315531958908,34.06051172054056,87.38253088043854,0.2265790610345188,0.11054802665542734,RS
400,99.80572604648796,44.18736263699698,80.4308390602715,0.2131828754168886,0.08499329721073612,RS
401,70.0,29.224909399859666,83.40695447006944,0.1352816837403043,0.07804297714348822,RS
402,79.0,28.50500758116592,75.55228853632894,0.1849177598345917,0.10053454121074622,RS
403,105.10153706207879,30.551565074374018,77.4590497504575,0.15652518029415322,0.07657611994408879,RS
404,107.88661714895066,33.67200729698013,77.25247237496997,0.17823589030727008,0.09228218757898625,RS
405,86.16570063124223,27.083706104594516,91.86697579800249,0.14823519717920444,0.12838262081321045,RS
406,75.20978405956802,26.607695013790067,82.07274374210972,0.12880503576138524,0.08204600123099666,RS
407,139.4384741230181,44.9573090451725,77.87967966026294,0.32062393846324383,0.08926596578842431,RS
408,108.60771251175281,50.34664980004268,91.68970725869707,0.22879593450963565,0.10117200665674045,RS
409,83.0,28.658890408307165,79.21670076614143,0.19625085618948357,0.10010743226152444,RS
410,107.15504161672774,31.07706194899763,89.02879941069195,0.1417465193919939,0.11467253103104988,RS
411,106.96368177662106,36.08213487656455,72.67333783408387,0.18133431834056277,0.09327507701934201,RS
412,77.55040151862427,32.171840658070515,85.56136587666334,0.23061236598983076,0.08919066687034079,RS
413,79.0,30.72017629502986,72.40079483020138,0.20762401237246275,0.10616179282279338,RS
414,120.24824047638896,36.238020316267836,79.83758797618056,0.20580206566869177,0.09284079254865277,RS
415,181.56311482611133,48.41417747228792,100.37980906762441,0.18633784496946298,0.12083438329016942,RS
416,103.14775176522843,25.359748327723665,112.5956101820368,0.1350393661627378,0.16130644266047675,RS
417,74.8337418447699,26.773153588301245,82.12956789901254,0.1288645549470133,0.08155682408615653,RS
418,139.7134413074277,34.63513231604352,79.21273453609743,0.1321359611177457,0.08567280043796414,RS
419,98.48360701136276,35.51582094177787,73.84,0.2521266841696641,0.08828527735963675,RS
420,118.71542915819742,39.47651396299142,97.17495997946308,0.2011218185871307,0.12004957516401313,RS
421,92.10424450882769,26.542663279432677,89.7240995333027,0.18885636391702917,0.1181118547925854,RS
422,97.37179548484119,32.40645470593918,73.84,0.21825847590377562,0.0911807649905514,RS
423,79.63190769995208,24.867330614505512,81.07030276403259,0.12157037671358895,0.08837434905954525,RS
424,96.58314010198463,30.200848485216984,73.84,0.1942343098293634,0.09323465798558064,RS
425,113.76593828482996,38.18901328790498,78.63146655894765,0.20275279360710366,0.08654181722282603,RS
