,HS,Avg,SR,50/I,6+4/BF,Class
185,36.0,23.5,73.43,0.0,0.052083333333333336,NRS
186,34.0,13.0,47.44,0.0,0.021897810218978103,NRS
187,20.0,7.81,61.88,0.0,0.06435643564356436,NRS
188,32.0,16.71,48.75,0.0,0.05833333333333333,NRS
189,28.0,28.66,61.42,0.0,0.057142857142857134,NRS
190,22.0,9.22,86.45,0.0,0.09375,NRS
191,28.0,7.37,52.21,0.0,0.035398230088495575,NRS
192,21.0,4.85,40.96,0.0,0.024096385542168683,NRS
193,11.0,6.6,34.73,0.0,0.010526315789473684,NRS
194,15.0,5.33,53.33,0.0,0.05,NRS
195,10.0,4.14,34.52,0.0,0.011904761904761904,NRS
196,6.0,4.66,37.83,0.0,0.027027027027027032,NRS
197,17.0,4.0,40.81,0.0,0.061224489795918366,NRS
198,116.0,32.47,72.64,0.14102564102564102,0.06072227548737616,NRS
199,90.0,34.32,74.66,0.2432432432432433,0.06035087719298245,NRS
200,103.0,26.68,70.0,0.09210526315789473,0.07086922474549726,NRS
201,93.0,44.97,66.07,0.3333333333333333,0.06675062972292191,NRS
202,116.0,60.38,97.16,0.3333333333333333,0.11877394636015325,RS
203,70.0,33.48,90.57,0.20930232558139536,0.1143740340030912,RS
204,163.0,30.88,81.83,0.14705882352941174,0.09275136399064693,RS
205,159.0,27.75,73.13,0.07317073170731707,0.08272327964860908,RS
206,101.0,53.88,71.0,0.42105263157894735,0.06356589147286823,NRS
207,90.0,28.39,65.89,0.17391304347826084,0.07366296670030273,NRS
208,95.0,18.29,92.22,0.027027027027027032,0.10294117647058824,NRS
209,56.0,32.83,69.61,0.3076923076923077,0.07243816254416961,NRS
210,71.0,21.0,68.1,0.16666666666666666,0.08828828828828829,NRS
211,61.0,29.83,65.8,0.07142857142857142,0.07352941176470587,NRS
212,51.0,20.64,87.31,0.045454545454545456,0.0845771144278607,NRS
213,56.0,14.6,54.9,0.043478260869565216,0.05228758169934642,NRS
214,79.0,32.8,86.08,0.25,0.09186351706036744,RS
215,66.0,14.36,76.88,0.03571428571428571,0.0851581508515815,NRS
216,52.0,21.07,63.44,0.06666666666666668,0.06881720430107527,NRS
217,82.0,17.62,94.31,0.05882352941176471,0.10702341137123746,NRS
218,61.0,18.8,61.03,0.13333333333333333,0.0735930735930736,NRS
219,44.0,18.53,53.66,0.0,0.08494208494208494,NRS
220,38.0,18.85,86.55,0.0,0.07540983606557378,NRS
221,53.0,24.4,69.31,0.09090909090909093,0.06534090909090909,NRS
222,47.0,19.08,106.01,0.0,0.12037037037037035,NRS
223,71.0,20.7,66.34,0.18181818181818185,0.08333333333333333,NRS
224,46.0,18.0,86.63,0.0,0.08021390374331551,NRS
225,26.0,9.28,82.8,0.0,0.10191082802547773,NRS
226,25.0,14.57,94.44,0.0,0.12037037037037035,NRS
227,15.0,7.61,68.75,0.0,0.04861111111111111,NRS
228,21.0,7.27,86.02,0.0,0.0967741935483871,NRS
229,19.0,75.0,58.13,0.0,0.02325581395348837,NRS
230,8.0,4.4,36.66,0.0,0.0,NRS
231,12.0,10.0,43.47,0.0,0.03260869565217391,NRS
232,14.0,5.0,59.7,0.0,0.07462686567164177,NRS
233,127.0,37.93,68.47,0.1956521739130435,0.07741676694745286,NRS
234,105.0,30.25,77.72,0.15517241379310345,0.07566557683325549,RS
235,125.0,30.15,74.51,0.1836734693877551,0.08621636463481604,RS
236,101.0,30.97,72.71,0.2340425531914893,0.0534037558685446,NRS
237,70.0,28.9,82.86,0.12962962962962962,0.07526881720430108,RS
238,107.0,35.89,90.99,0.16666666666666666,0.1215034965034965,RS
239,112.0,38.76,76.53,0.25925925925925924,0.07972665148063783,RS
240,140.0,48.45,84.18,0.3043478260869565,0.09035621198957428,RS
241,78.0,30.0,69.81,0.2058823529411765,0.06381381381381382,NRS
242,100.0,32.37,77.0,0.13513513513513514,0.058149779735682826,NRS
243,111.0,29.48,68.87,0.19230769230769232,0.08504672897196262,NRS
244,135.0,40.5,76.25,0.16666666666666666,0.08577405857740586,RS
245,139.0,42.23,72.96,0.3333333333333333,0.08841463414634146,RS
246,72.0,25.28,64.89,0.2413793103448276,0.06049495875343721,NRS
247,71.0,41.43,85.32,0.2,0.08236808236808238,RS
248,95.0,27.45,82.06,0.16666666666666666,0.09918478260869563,RS
249,100.0,26.88,70.96,0.047619047619047616,0.06987577639751552,NRS
250,62.0,35.75,97.5,0.25,0.1068181818181818,NRS
251,65.0,34.91,76.04,0.26666666666666666,0.07259528130671508,NRS
252,124.0,35.27,90.02,0.0,0.09744779582366588,NRS
253,69.0,19.75,45.86,0.1176470588235294,0.04644412191582003,NRS
254,70.0,27.81,91.89,0.07692307692307693,0.08708708708708708,RS
255,63.0,17.23,76.1,0.1111111111111111,0.08831168831168831,NRS
256,51.0,14.76,79.68,0.043478260869565216,0.06349206349206349,NRS
257,56.0,17.07,71.55,0.06666666666666668,0.0748502994011976,NRS
258,72.0,26.11,71.21,0.3,0.07272727272727272,RS
259,97.0,17.81,89.9,0.09090909090909093,0.1146788990825688,NRS
260,36.0,19.0,55.51,0.0,0.05844155844155844,NRS
261,36.0,10.84,77.9,0.0,0.06629834254143646,NRS
262,29.0,17.5,73.68,0.0,0.07368421052631577,NRS
263,36.0,10.88,66.21,0.0,0.060810810810810814,NRS
264,13.0,10.33,44.28,0.0,0.023809523809523808,NRS
265,24.0,9.2,73.01,0.0,0.05555555555555555,NRS
266,35.0,11.71,102.5,0.0,0.1,NRS
267,20.0,8.25,55.0,0.0,0.041666666666666664,NRS
268,13.0,10.8,58.69,0.0,0.021739130434782608,NRS
269,81.93287594289886,25.93128871765755,78.32914008587477,0.0945945349315759,0.09317112948923108,RS
270,70.0,33.34740679957114,90.60086825830089,0.20620663100468037,0.11373592754426838,RS
271,126.7668889600453,33.342179387815186,79.06268388705007,0.14478635742197205,0.09234040392349507,RS
272,111.8677970683978,31.87056762133784,80.72183932328537,0.10690023614295893,0.08201836494803733,RS
273,80.38028499210674,28.65189615007003,74.10380871091051,0.17528724404234772,0.10475011957800734,RS
274,108.0,32.454160794518344,78.54107595851441,0.17885465467423964,0.08647964470152478,RS
275,80.27717819378093,28.183037656457934,77.62960778687244,0.10760838640790849,0.08905385831414546,RS
276,109.65467291658568,37.55450187912504,74.67719160410269,0.22293432800099036,0.08623451789185421,RS
277,151.38768620225744,29.55904398487529,76.49732939758965,0.0920733981292581,0.08402202949060385,RS
278,93.65867926721398,27.029719503727048,85.61002887277365,0.1769449864581304,0.10795184681994613,RS
279,112.74157379103515,33.78924324199371,102.3164875911343,0.18766173639747197,0.12888417114663975,RS
280,121.434026715671,35.88736638550872,79.77829866421645,0.21541281128153167,0.0931879365138793,RS
281,117.26069108787719,42.539560404407105,93.67703039955,0.19828158830179096,0.11147651694282738,RS
282,125.0313602468903,35.53053998456936,92.7621138597766,0.17409026872463246,0.13894448868453887,RS
283,142.2125590255196,35.748662166014235,77.6423047796948,0.22426497135581658,0.0762768662217815,RS
284,87.23759492443169,24.88786851147655,75.53823988280975,0.10675557883614506,0.08698510850524979,RS
285,78.8839619862639,29.856842166809354,76.99252806846168,0.12066989783682272,0.08565986712002586,RS
286,107.0,32.745851833985014,91.04410580017999,0.14771068061762105,0.11988536316554953,RS
287,105.55070438034184,30.3693192824074,78.09080761609684,0.1598626671362725,0.07585648269773329,RS
288,129.41158412510813,36.564158533826166,81.03208729865746,0.12753210171644355,0.09442836699031207,RS
289,107.0,35.10174724506081,91.00356457895688,0.16191431167676573,0.12109782285386303,RS
290,103.57378899066647,35.12540241596601,75.87787709473028,0.2220789197142289,0.0895694139328552,RS
291,100.52093596604558,39.93799262151727,75.33355911865678,0.23440798721290712,0.08273967607946986,RS
292,80.27477075667652,31.841089108588882,88.08563932383773,0.224953691095109,0.0962374205739417,RS
293,80.30383562080753,30.801106164219718,74.17921987152269,0.2312766362556079,0.10708838932013591,RS
294,70.0,29.058766739696658,91.59928181721348,0.10607842132352518,0.09309679286073333,RS
295,79.0,26.647106263291317,78.65193438983886,0.15536200977078463,0.09346879280554425,RS
296,79.0,32.25136301288238,84.36741440479604,0.22478690316555058,0.09072325614662578,RS
297,116.69733197458346,41.838178308356405,95.28260387243714,0.20649724203732456,0.10973340290058807,RS
298,115.13441104017721,39.97841975824745,96.6746671487441,0.20882524515876255,0.10865640919243134,RS
299,112.0,32.23276854444215,80.5648448046604,0.11368351903975174,0.08155752607096008,RS
300,117.20485595782496,42.47004566749207,93.83616052019887,0.19909585061505275,0.11130375502782919,RS
301,111.26923244314276,44.490325187549686,90.24973405615492,0.18246630631431618,0.10279680669576664,RS
302,108.0,32.95238975947296,78.15672789983515,0.17825573998260225,0.08961299954549856,RS
303,90.70276046815712,26.354331256178856,93.32093320151776,0.151878117081531,0.12007438844001711,RS
304,76.61694507316695,25.699929737778984,84.25110452108838,0.11462646765337292,0.08700580383945022,RS
305,91.79092837926228,28.35192097869926,89.11144561186472,0.19314542114532032,0.11205794691420123,RS
306,139.20986418320703,38.03135301286709,78.70878280392587,0.18081950698063068,0.08858610153532513,RS
307,109.21686240261967,34.995806399543106,77.4484354071355,0.20256571560891923,0.08834527243298186,RS
308,72.8284001743784,38.799389249113084,83.43903332060822,0.1811782334990459,0.08317024271554409,RS
309,114.42540565613658,40.08122897035264,96.17128305783751,0.20791892031186987,0.11001248412447136,RS
310,105.0534949700117,30.305278135678748,77.72231811536717,0.1555755048825913,0.07595887170526,RS
311,70.48336410872899,34.39341916088878,88.71429780565056,0.1364140441512598,0.08480608957699749,RS
312,151.1308790768655,33.066027178749,85.73820575659416,0.23347155389238652,0.09951808206519536,RS
313,159.0149852009683,27.761725919757698,73.16259281210606,0.07344753868359669,0.0827608478634072,RS
314,112.10374194613362,38.726456770750126,76.65345291589901,0.2559397260874352,0.08012701573084482,RS
315,101.79146726803549,42.42569291081349,76.58122085721085,0.20646585143606164,0.07923052264261497,RS
316,165.3472731362132,33.50425136628637,82.50014648038886,0.15842474438266796,0.09190104798942779,RS
317,113.92422180824482,41.81540784536938,95.71316635618362,0.20932805689783526,0.10474625390559077,RS
318,126.32677188444691,35.611830702888824,81.54561033204547,0.14619036197119978,0.09570504112386627,RS
319,141.10107348991832,34.91826425508427,78.34575171249061,0.18069124218542165,0.0864599666092262,RS
320,95.23330571119153,28.060914992231176,73.6590601478412,0.16857814702697163,0.09235869076175943,RS
321,79.0,30.333786039391093,78.38164461601595,0.13666296136907596,0.08673785573924425,RS
322,149.23606501697753,34.88927484837667,86.89778263585515,0.2148277228163534,0.11161604761629722,RS
323,107.88777009876095,30.87306482370263,81.01268708005071,0.17560658216428993,0.08143113909266085,RS
324,70.0,29.582747704644788,84.00934166000248,0.14150656200603365,0.08109829253377944,RS
325,91.25746002311621,25.391603012713915,73.26503105432309,0.12768187524079386,0.0804270862024245,RS
326,70.0,32.26288149181606,90.85335034052959,0.18088588225837537,0.10851663574501336,RS
327,147.6271996698581,30.452712549045483,78.16079167545101,0.10141132407330235,0.08466361251247367,RS
328,137.32274648574582,41.50458785508506,74.33954101547405,0.26344777023940913,0.08730740548317871,RS
329,79.0,28.6498088496201,75.31070807829879,0.18722127835744296,0.10108523210148834,RS
330,152.41906590279555,41.48534959430814,79.88015811684686,0.28477115564090344,0.10906424236375213,RS
331,152.2896977956915,42.05766084595104,80.35003096813192,0.2942639340398906,0.11026780905707924,RS
332,106.43215805052508,38.604284518490175,90.43067567976719,0.1698213441637496,0.11329196413096405,RS
333,113.25172525690046,39.41875158945048,95.35231495703721,0.201398473649447,0.1118287857006008,RS
334,77.3417512894485,25.318449581654452,74.88609611464773,0.1961791285436343,0.08394373874253047,RS
335,79.0,29.275386236128096,84.02621742512298,0.19538423899526475,0.08967207414000944,RS
336,138.97782985044327,42.220411410316714,72.9782349480104,0.3324095771018034,0.08839999865752168,RS
337,79.70370101070938,30.8236112120984,73.01045771835652,0.22710903479659292,0.10817666029640048,RS
338,145.87347245469135,36.35710283821975,86.01023930364761,0.19333635937107893,0.1132903784834372,RS
339,173.1221256963313,40.00003525239451,91.51181322854089,0.16679073750652815,0.10711331170818199,RS
340,141.56941832622937,35.293735976463225,78.33579031857784,0.19201164477711946,0.07553207195614775,RS
341,89.1676560770857,32.307626590728894,88.01111240087624,0.18462113181978373,0.10199796192117982,RS
342,136.76748843083033,39.58570932540123,80.38987362229311,0.17054287086277936,0.10093054035930815,RS
343,93.51154068173084,38.28082740368491,84.70910591746045,0.20457739634445796,0.08600483208704589,RS
344,81.76775683259044,30.459712582355138,78.70913774706541,0.20922724813718377,0.09717125234553553,RS
345,91.5425402305549,30.54022056881134,88.05579597985832,0.19729202132899593,0.10405609580583597,RS
346,80.96474369264496,31.768509561361395,82.81361361097775,0.25,0.09694027071844982,RS
347,113.09100214544232,38.407242639640316,77.82829255307635,0.22434938965200957,0.08393708199802605,RS
348,108.25230909302792,30.95053570958248,88.5102617411067,0.12745659612181348,0.10951008629966638,RS
349,70.41012915243945,36.740526761893676,88.41682194969285,0.20548717067498182,0.1012474601860068,RS
350,70.0,33.38332929089954,90.40726393730031,0.20762066269632934,0.11354863464993263,RS
351,142.5928049292838,35.50412928161379,85.7571592374019,0.1878388017248158,0.10655823871246749,RS
352,139.62439515087422,47.77954534431048,83.6597872839608,0.29141939830907626,0.09140548383698337,RS
353,112.35287324836443,44.324444787365756,90.4622943679484,0.1832767214464264,0.1045625112436931,RS
354,70.0,31.495055428371188,91.03210349815697,0.1629592089992737,0.10482146307588733,RS
355,93.06468991390831,26.84360283969127,87.18212069452268,0.18149662901219688,0.11183424621476769,RS
356,152.6621518806738,39.1551848975388,82.91887840985477,0.2809992829999941,0.1100885120664851,RS
357,104.18500539043141,31.16143563836753,77.19297015247898,0.17047865492108483,0.07719706848232247,RS
358,91.92074107296622,33.50844193893896,84.90061636018866,0.19721487030787477,0.08947997533325244,RS
359,80.996773519539,31.751693902242017,82.7603640237664,0.25,0.09702303344290128,RS
360,107.42799580079081,30.518652700075247,98.98068160076454,0.15758796786201296,0.13793344313637118,RS
361,79.0,30.63475523330487,72.90138062203062,0.19801872045033295,0.10399642643198669,RS
362,158.30233965192906,28.02950017694592,73.3767973481301,0.0785933025397715,0.08231246488638005,RS
363,143.05994438122926,34.15193475598006,78.841225198505,0.1977958346127029,0.07349501606313191,RS
364,126.40983354197283,32.69709926583091,78.14267109314999,0.1526447199645836,0.09110284940934185,RS
365,81.88175863281296,24.60859775722651,79.54040412968719,0.09794793654760922,0.09335115848023051,RS
366,116.23301195546748,41.260099884557015,96.60591592691767,0.21326857564943255,0.10829673004607106,RS
367,136.75684367830775,41.54209872801438,77.20704263573731,0.20871353768376433,0.09822155480881983,RS
368,160.12627567142513,28.946198619359432,73.80623468438483,0.08118285538615433,0.0828538781357123,RS
369,79.0,31.84743912254892,83.10655476101208,0.20622422438184376,0.0898837600224336,RS
370,137.21105986734196,37.222103746665546,81.35202064389158,0.17504189343690138,0.0931874739066051,RS
371,157.84936777746245,31.910126444507508,85.46978010392652,0.20377015870968937,0.10191812004635849,RS
372,135.15734733027165,40.37530224075973,76.29995777736124,0.1672737165519739,0.08552874777947746,RS
373,145.6986149759755,36.04340722237181,85.61539060524709,0.1876590395429453,0.11144587575771994,RS
374,140.16581788427692,34.70023562361397,80.03554899123277,0.13106138560447086,0.09048632261514235,RS
