,id,Player,Span,Years,Inns,R/I,HS,Avrg,SR,100/I,50/I,6+4/BF,Class
219,219,BJ Patel (KENYA),2001-2003,3,16,17.375,44,18.53,53.66,0.0,0.0,0.084942085,NRS
220,220,R Ashwin (INDIA),2010-2012,3,22,12.0,38,18.85,86.55,0.0,0.0,0.075409836,NRS
221,221,Jahurul Islam (BDESH),2010-2012,3,11,22.18181818,53,24.4,69.31,0.0,0.090909091,0.065340909,NRS
222,222,DNT Zoysa (SL),2001-2004,4,24,9.541666667000001,47,19.08,106.01,0.0,0.0,0.12037037,NRS
223,223,Mudassar Bukhari (NL),2007-2009,3,11,18.81818182,71,20.7,66.34,0.0,0.181818182,0.083333333,NRS
224,224,J Botha (Afr/SA),2005-2008,4,14,11.57142857,46,18.0,86.63,0.0,0.0,0.080213904,NRS
225,225,R Rampaul (WI),2007-2010,4,15,8.666666667000001,26,9.28,82.8,0.0,0.0,0.10191082800000001,NRS
226,226,M Morkel (Afr/SA),2007-2010,4,10,10.2,25,14.57,94.44,0.0,0.0,0.12037037,NRS
227,227,BAW Mendis (SL),2008-2011,4,22,4.5,15,7.61,68.75,0.0,0.0,0.048611111,NRS
228,228,Wahab Riaz (PAK),2008-2011,4,15,5.333333333,21,7.27,86.02,0.0,0.0,0.09677419400000001,NRS
229,229,Iftikhar Anjum (PAK),2004-2006,3,12,6.25,19,75.0,58.13,0.0,0.0,0.023255814,NRS
230,230,CD Collymore (WI),2001-2003,3,17,2.588235294,8,4.4,36.66,0.0,0.0,0.0,NRS
231,231,FH Edwards (WI),2004-2008,5,12,3.333333333,12,10.0,43.47,0.0,0.0,0.032608696,NRS
232,232,M Ntini (SA),2001-2003,3,11,3.6363636360000005,14,5.0,59.7,0.0,0.0,0.074626866,NRS
233,233,Yasir Hameed (PAK),2003-2005,3,46,37.10869565,127,37.93,68.47,0.065217391,0.19565217399999998,0.077416767,NRS
234,234,CD McMillan (NZ),2001-2003,3,58,28.68965517,105,30.25,77.72,0.034482759,0.155172414,0.075665577,RS
235,235,WW Hinds (WI),2001-2003,3,49,27.69387755,125,30.15,74.51,0.040816327,0.18367346899999998,0.086216365,RS
236,236,HJH Marshall (NZ),2003-2006,4,47,26.36170213,101,30.97,72.71,0.021276596000000002,0.23404255300000001,0.053403756,NRS
237,237,MV Boucher (SA),2001-2003,3,54,21.40740741,70,28.9,82.86,0.0,0.12962963,0.075268817,RS
238,238,JD Ryder (NZ),2008-2011,4,30,34.7,107,35.89,90.99,0.066666667,0.166666667,0.12150349699999999,RS
239,239,SE Marsh (AUS),2008-2010,3,27,37.33333333,112,38.76,76.53,0.037037037,0.25925925899999996,0.079726651,RS
240,240,HM Amla (SA),2008-2010,3,23,42.13043478,140,48.45,84.18,0.043478261,0.304347826,0.09035621199999999,RS
241,241,Asad Shafiq (PAK),2010-2012,3,34,27.35294118,78,30.0,69.81,0.0,0.20588235300000002,0.06381381400000001,NRS
242,242,PD Collingwood (ENG),2001-2003,3,37,23.62162162,100,32.37,77.0,0.027027027000000002,0.135135135,0.05814978,NRS
243,243,TD Paine (AUS),2009-2011,3,26,28.34615385,111,29.48,68.87,0.038461537999999997,0.192307692,0.085046729,NRS
244,244,Saleem Elahi (PAK),2001-2003,3,18,40.5,135,40.5,76.25,0.166666667,0.166666667,0.085774059,RS
245,245,JM How (NZ),2005-2008,4,18,39.88888889,139,42.23,72.96,0.055555556,0.333333333,0.088414634,RS
246,246,NJ O'Brien (IRE),2006-2008,3,29,24.4137931,72,25.28,64.89,0.0,0.24137931,0.060494959,NRS
247,247,CJ Ferguson (AUS),2009-2011,3,25,26.52,71,41.43,85.32,0.0,0.2,0.082368082,RS
248,248,PA Patel (INDIA),2010-2012,3,24,25.16666667,95,27.45,82.06,0.0,0.166666667,0.09918478300000001,RS
249,249,HK Badani (INDIA),2001-2003,3,21,21.76190476,100,26.88,70.96,0.047619048,0.047619048,0.069875776,NRS
250,250,Mohammad Nabi (AFG),2009-2011,3,16,26.8125,62,35.75,97.5,0.0,0.25,0.106818182,NRS
251,251,N Deonarine (WI),2007-2010,4,15,27.93333333,65,34.91,76.04,0.0,0.26666666699999997,0.072595281,NRS
252,252,CA Ingram (SA),2010-2012,3,13,29.84615385,124,35.27,90.02,0.153846154,0.0,0.097447796,NRS
253,253,Javed Omar (BDESH),2001-2003,3,17,18.58823529,69,19.75,45.86,0.0,0.117647059,0.046444122000000004,NRS
254,254,SR Patel (ENG),2008-2011,4,13,23.53846154,70,27.81,91.89,0.0,0.076923077,0.087087087,RS
255,255,MN Waller (ZIM),2009-2011,3,18,16.27777778,63,17.23,76.1,0.0,0.111111111,0.08831168800000001,NRS
256,256,B Lee (AUS),2001-2003,3,23,10.91304348,51,14.76,79.68,0.0,0.043478261,0.063492063,NRS
257,257,S Randiv (SL),2009-2011,3,15,15.93333333,56,17.07,71.55,0.0,0.066666667,0.07485029900000001,NRS
258,258,BJ Watling (NZ),2010-2012,3,10,23.5,72,26.11,71.21,0.0,0.3,0.072727273,RS
259,259,JA Morkel (Afr/SA),2005-2008,4,11,17.81818182,97,17.81,89.9,0.0,0.090909091,0.114678899,NRS
260,260,Mushfiqur Rahman (BDESH),2001-2003,3,11,15.54545455,36,19.0,55.51,0.0,0.0,0.058441558,NRS
261,261,PJ Ongondo (KENYA),2001-2003,3,17,8.294117647,36,10.84,77.9,0.0,0.0,0.066298343,NRS
262,262,Naved-ul-Hasan (PAK),2003-2005,3,14,10.0,29,17.5,73.68,0.0,0.0,0.073684211,NRS
263,263,RJ Peterson (SA),2002-2006,5,10,9.8,36,10.88,66.21,0.0,0.0,0.060810811,NRS
264,264,Saqlain Mushtaq (PAK),2001-2003,3,22,4.227272727,13,10.33,44.28,0.0,0.0,0.023809524,NRS
265,265,MG Johnson (AUS),2005-2008,4,18,5.1111111110000005,24,9.2,73.01,0.0,0.0,0.055555556,NRS
266,266,DW Steyn (SA),2007-2010,4,12,6.833333333,35,11.71,102.5,0.0,0.0,0.1,NRS
267,267,BA Murphy (ZIM),2001-2003,3,14,4.714285714,20,8.25,55.0,0.0,0.0,0.041666667000000004,NRS
268,268,SJ Harmison (ENG),2002-2005,4,14,3.857142857,13,10.8,58.69,0.0,0.0,0.02173913,NRS
